SessionStart,CustomerID,FullName,Gender,Age,CreditScore,MonthlyIncome,Country,State,City,Category,Product,Cost,Price,Quantity,CampaignSchema ,CartAdditionTime,OrderConfirmation,OrderConfirmationTime,PaymentMethod,SessionEnd,OrderReturn,ReturnReason,SessionDuration,SessionYear,SessionMonth,SessionDay
2021-11-09 14:04:00,2140,John Pace,1,25,687,5444.0,2,4,Dongguan,1,laptop,800,1200,3,Twitter-ads,2021-11-09 14:24:00,True,2021-11-09 14:36:00,1,2021-11-09 14:27:00,False,Unknown,23.0,2021,11,9
2021-11-11 13:08:00,2141,Donald Thomas,0,22,675,4831.0,3,8,Mumbai,0,textbook,30,50,3,Facebook-ads,2021-11-11 13:31:00,True,2021-11-11 13:46:00,2,2021-11-11 13:33:00,False,Unknown,25.0,2021,11,11
2021-11-12 23:35:00,2142,Robin Arnold,1,19,737,4452.0,1,10,Mississauga,0,novel,10,18,3,Facebook-ads,2021-11-12 23:56:00,False,,4,2021-11-12 23:42:00,Unknown,Unknown,7.0,2021,11,12
2021-11-13 14:06:00,2143,Brittney Peterson,1,55,664,7700.0,0,9,Sydney,1,laptop,800,1200,5,Facebook-ads,2021-11-13 14:32:00,True,2021-11-13 14:38:00,0,2021-11-13 14:35:00,False,Unknown,29.0,2021,11,13
2021-11-14 12:23:00,2144,Mr. Scott Parker,0,30,640,5267.0,0,9,Sydney,1,television,1000,1500,6,E-mails,2021-11-14 12:38:00,True,2021-11-14 12:49:00,1,2021-11-14 12:40:00,False,Unknown,17.0,2021,11,14
2021-11-14 19:15:00,2145,Cathy Krueger,1,65,620,6948.0,4,6,Latina,2,dress,50,80,3,Google-ads,2021-11-14 19:28:00,True,2021-11-14 19:36:00,2,2021-11-14 19:33:00,False,Unknown,18.0,2021,11,14
2021-11-14 21:43:00,2146,Michael Stone,0,22,728,5341.0,6,0,Granada,0,magazine,5,8,2,Instagram-ads,2021-11-14 21:54:00,True,2021-11-14 22:04:00,0,2021-11-14 21:58:00,False,Unknown,15.0,2021,11,14
2021-11-16 15:27:00,2147,Jason Gallagher,0,41,706,7386.0,8,1,San Diego,0,magazine,5,8,2,Facebook-ads,2021-11-16 15:38:00,True,2021-11-16 15:49:00,2,2021-11-16 15:43:00,False,Unknown,16.0,2021,11,16
2021-11-16 15:37:00,2148,Denise Williams,0,19,711,7752.05,8,1,San Jose,0,magazine,5,8,1,Google-ads,2021-11-16 15:53:00,True,2021-11-16 15:59:00,2,2021-11-16 15:55:00,True,Wrong Item,18.0,2021,11,16
2021-11-17 13:23:00,2149,Frederick Skinner,1,65,733,4145.0,3,16,Kanpur,2,shoes,60,100,6,Instagram-ads,2021-11-17 13:51:00,False,,4,2021-11-17 13:38:00,Unknown,Unknown,15.0,2021,11,17
2021-11-17 13:38:00,2150,Patrick Blake,0,25,746,6983.0,2,13,Jinan,0,autobiography,20,35,2,E-mails,2021-11-17 13:54:00,True,2021-11-17 14:05:00,2,2021-11-17 13:59:00,False,Unknown,21.0,2021,11,17
2021-11-18 03:27:00,2151,Brandy Brown,0,59,629,7703.0,0,9,Newcastle,2,t-shirt,15,25,3,E-mails,2021-11-18 03:56:00,True,2021-11-18 04:02:00,0,2021-11-18 03:59:00,False,Unknown,32.0,2021,11,18
2021-11-20 18:53:00,2152,Joseph Coleman,1,24,741,3974.0,1,11,Laval,1,television,1000,1500,4,Google-ads,2021-11-20 19:19:00,True,2021-11-20 19:25:00,1,2021-11-20 19:22:00,False,Unknown,29.0,2021,11,20
2021-11-21 04:32:00,2153,Jose Larson,1,39,627,7752.05,5,5,Sagamihara,1,laptop,800,1200,5,Instagram-ads,2021-11-21 04:40:00,True,2021-11-21 04:54:00,3,2021-11-21 04:42:00,True,Wrong Item,10.0,2021,11,21
2021-11-22 04:52:00,2154,Stephanie Cook,0,19,611,5977.0,2,13,Jinan,3,electric stove,250,400,2,Instagram-ads,2021-11-22 04:59:00,True,2021-11-22 05:09:00,0,2021-11-22 05:04:00,False,Unknown,12.0,2021,11,22
2021-11-24 02:36:00,2155,Destiny Hall,0,27,758,7611.0,2,4,Guangzhou,0,autobiography,20,35,4,Twitter-ads,2021-11-24 02:45:00,True,2021-11-24 02:55:00,1,2021-11-24 02:48:00,False,Unknown,12.0,2021,11,24
2021-11-25 04:50:00,2156,Devon Ramirez,1,67,739,3363.0,3,8,Pune,3,toaster,40,60,4,E-mails,2021-11-25 04:57:00,True,2021-11-25 05:11:00,2,2021-11-25 05:02:00,True,Wrong Item,12.0,2021,11,25
2021-11-25 07:46:00,2157,Anna House,0,23,672,3349.0,4,7,Bergamo,1,television,1000,1500,2,Billboard-QR code,2021-11-25 07:53:00,True,2021-11-25 08:04:00,1,2021-11-25 07:57:00,False,Unknown,11.0,2021,11,25
2021-11-25 11:28:00,2158,Marc Hess,1,58,650,6376.0,5,5,Sagamihara,3,microwave oven,300,500,6,Instagram-ads,2021-11-25 11:44:00,False,,4,2021-11-25 12:06:00,Unknown,Unknown,38.0,2021,11,25
2021-11-26 05:18:00,2159,Thomas Gordon,0,54,633,6125.0,3,8,Mumbai,2,jeans,40,70,4,Google-ads,2021-11-26 05:40:00,True,2021-11-26 05:48:00,3,2021-11-26 05:43:00,False,Unknown,25.0,2021,11,26
2021-11-26 20:49:00,2160,Joseph Franklin,1,49,765,6802.0,0,9,Sydney,4,puzzle,15,25,4,Instagram-ads,2021-11-26 21:06:00,True,2021-11-26 21:11:00,1,2021-11-26 21:09:00,False,Unknown,20.0,2021,11,26
2021-11-28 00:28:00,2161,Debbie Mitchell,0,69,661,3374.0,8,1,San Diego,2,dress,50,80,5,Billboard-QR code,2021-11-28 00:46:00,True,2021-11-28 00:58:00,1,2021-11-28 00:50:00,True,Poor Quality,22.0,2021,11,28
2021-11-28 13:19:00,2162,Christopher Brown,1,71,614,4179.0,2,13,Jinan,1,television,1000,1500,4,Instagram-ads,2021-11-28 13:43:00,True,2021-11-28 13:50:00,1,2021-11-28 13:48:00,False,Unknown,29.0,2021,11,28
2021-11-29 12:29:00,2163,Wendy Hawkins,0,26,660,4759.0,0,17,Melbourne,1,laptop,800,1200,4,Google-ads,2021-11-29 12:42:00,True,2021-11-29 12:56:00,2,2021-11-29 12:44:00,False,Unknown,15.0,2021,11,29
2021-11-30 17:32:00,2164,George Ingram,1,25,703,7728.0,5,5,Sagamihara,2,dress,50,80,4,Facebook-ads,2021-11-30 17:52:00,True,2021-11-30 17:59:00,1,2021-11-30 17:57:00,False,Unknown,25.0,2021,11,30
2021-12-01 02:32:00,2165,Elizabeth Davis,0,40,667,4223.0,4,6,Latina,4,action figure,8,15,6,Instagram-ads,2021-12-01 02:57:00,True,2021-12-01 03:06:00,0,2021-12-01 03:00:00,True,Poor Quality,28.0,2021,12,1
2021-12-01 13:11:00,2166,Marco Ferguson,1,40,722,6225.0,1,11,Quebec City,2,dress,50,80,3,Instagram-ads,2021-12-01 13:18:00,True,2021-12-01 13:33:00,1,2021-12-01 13:22:00,False,Unknown,11.0,2021,12,1
2021-12-02 00:43:00,2167,Brian Stewart,0,48,718,4477.0,0,9,Wollongong,1,table fan,30,50,5,Billboard-QR code,2021-12-02 00:58:00,True,2021-12-02 01:13:00,3,2021-12-02 01:02:00,False,Unknown,19.0,2021,12,2
2021-12-02 01:29:00,2168,Jennifer Graham,1,69,611,6943.0,8,1,Los Angeles,4,action figure,8,15,1,Twitter-ads,2021-12-02 01:47:00,True,2021-12-02 01:53:00,2,2021-12-02 01:49:00,False,Unknown,20.0,2021,12,2
2021-12-02 14:02:00,2169,William Bright,0,72,769,3800.0,4,7,Brescia,0,magazine,5,8,1,Facebook-ads,2021-12-02 14:19:00,True,2021-12-02 14:32:00,0,2021-12-02 14:21:00,False,Unknown,19.0,2021,12,2
2021-12-04 01:18:00,2170,Jesse Armstrong,0,69,661,7167.0,0,9,Newcastle,2,jeans,40,70,5,E-mails,2021-12-04 01:43:00,True,2021-12-04 01:57:00,2,2021-12-04 01:48:00,False,Unknown,30.0,2021,12,4
2021-12-04 01:21:00,2171,Jenna Martinez,1,30,742,6851.0,0,9,Sydney,1,table fan,30,50,2,E-mails,2021-12-04 01:49:00,True,2021-12-04 02:02:00,2,2021-12-04 01:54:00,True,Poor Value,33.0,2021,12,4
2021-12-04 12:31:00,2172,Mark Martin,0,56,640,6006.0,8,14,Houston,4,board game,20,35,3,Billboard-QR code,2021-12-04 12:56:00,True,2021-12-04 13:01:00,2,2021-12-04 13:00:00,False,Unknown,29.0,2021,12,4
2021-12-06 22:41:00,2173,Curtis Morgan,0,37,708,7386.0,4,7,Brescia,1,laptop,800,1200,2,E-mails,2021-12-06 22:56:00,True,2021-12-06 23:04:00,3,2021-12-06 23:00:00,False,Unknown,19.0,2021,12,6
2021-12-07 17:11:00,2174,Roger Brown,0,54,704,6333.0,1,11,Montreal,2,jeans,40,70,1,E-mails,2021-12-07 17:23:00,True,2021-12-07 17:29:00,1,2021-12-07 17:26:00,False,Unknown,15.0,2021,12,7
2021-12-09 07:34:00,2175,John Acevedo,0,37,675,4756.0,0,17,Geelong,4,plush toy,12,20,3,Billboard-QR code,2021-12-09 07:41:00,True,2021-12-09 07:47:00,1,2021-12-09 07:43:00,False,Unknown,9.0,2021,12,9
2021-12-09 10:26:00,2176,Joyce Sheppard,1,37,678,6584.0,6,0,Malaga,0,textbook,30,50,1,Instagram-ads,2021-12-09 10:39:00,True,2021-12-09 10:51:00,1,2021-12-09 10:43:00,False,Unknown,17.0,2021,12,9
2021-12-09 20:04:00,2177,Lori Roberts,1,43,620,7414.0,0,17,Melbourne,4,puzzle,15,25,2,Google-ads,2021-12-09 20:15:00,True,2021-12-09 20:25:00,2,2021-12-09 20:18:00,False,Unknown,14.0,2021,12,9
2021-12-10 01:12:00,2178,Samuel Chambers,1,66,724,4063.0,8,1,San Jose,1,laptop,800,1200,2,Instagram-ads,2021-12-10 01:38:00,True,2021-12-10 01:43:00,2,2021-12-10 01:42:00,True,Poor Quality,30.0,2021,12,10
2021-12-10 15:27:00,2179,Gregory Day,1,22,673,5712.0,5,5,Kawasaki,2,shoes,60,100,2,Instagram-ads,2021-12-10 15:44:00,True,2021-12-10 15:49:00,2,2021-12-10 15:46:00,False,Unknown,19.0,2021,12,10
2021-12-13 23:35:00,2180,Brianna Smith,0,38,644,7752.05,8,1,Los Angeles,2,t-shirt,15,25,4,Google-ads,2021-12-14 00:01:00,True,2021-12-14 00:16:00,0,2021-12-14 00:04:00,False,Unknown,29.0,2021,12,13
2021-12-14 03:11:00,2181,Dalton Burton,0,23,698,5871.0,0,17,Geelong,4,board game,20,35,5,Twitter-ads,2021-12-14 03:22:00,True,2021-12-14 03:32:00,0,2021-12-14 03:24:00,False,Unknown,13.0,2021,12,14
2021-12-15 02:44:00,2182,Dennis Rivera,0,19,611,6131.0,0,9,Newcastle,1,hair dryer,25,40,1,Twitter-ads,2021-12-15 02:50:00,True,2021-12-15 02:59:00,0,2021-12-15 02:52:00,False,Unknown,8.0,2021,12,15
2021-12-15 06:03:00,2183,Matthew Fernandez,1,34,740,5288.0,0,17,Ballarat,1,television,1000,1500,4,Google-ads,2021-12-15 06:25:00,True,2021-12-15 06:31:00,2,2021-12-15 06:27:00,False,Unknown,24.0,2021,12,15
2021-12-15 20:47:00,2184,Melissa Brown,1,41,767,7045.0,3,8,Pune,1,table fan,30,50,6,Twitter-ads,2021-12-15 21:16:00,True,2021-12-15 21:25:00,0,2021-12-15 21:21:00,False,Unknown,34.0,2021,12,15
2021-12-16 19:55:00,2185,Lauren Jackson,0,65,736,4757.0,7,3,Manchester,4,board game,20,35,1,Google-ads,2021-12-16 20:24:00,True,2021-12-16 20:32:00,2,2021-12-16 20:27:00,False,Unknown,32.0,2021,12,16
2021-12-17 14:43:00,2186,Tamara Welch,0,68,769,3521.0,3,16,Ghaziabad,2,dress,50,80,1,E-mails,2021-12-17 15:00:00,True,2021-12-17 15:09:00,3,2021-12-17 15:04:00,False,Unknown,21.0,2021,12,17
2021-12-18 20:57:00,2187,Michele Hobbs,0,49,767,5297.0,2,4,Dongguan,3,microwave oven,300,500,6,E-mails,2021-12-18 21:07:00,True,2021-12-18 21:16:00,2,2021-12-18 21:10:00,False,Unknown,13.0,2021,12,18
2021-12-19 14:39:00,2188,Crystal Gonzalez,0,54,763,5310.0,7,3,Birmingham,0,magazine,5,8,2,Instagram-ads,2021-12-19 15:03:00,True,2021-12-19 15:18:00,0,2021-12-19 15:05:00,False,Unknown,26.0,2021,12,19
2021-12-20 08:13:00,2189,Rebekah Beck,1,63,618,6885.0,1,10,Ottawa,3,toaster,40,60,1,Billboard-QR code,2021-12-20 08:33:00,True,2021-12-20 08:38:00,2,2021-12-20 08:36:00,False,Unknown,23.0,2021,12,20
2021-12-21 02:26:00,2190,Elizabeth Johnston,1,50,681,5325.0,3,16,Ghaziabad,3,microwave oven,300,500,4,Google-ads,2021-12-21 02:52:00,True,2021-12-21 02:58:00,2,2021-12-21 02:56:00,False,Unknown,30.0,2021,12,21
2021-12-22 02:45:00,2191,Samantha Collins,0,19,753,3286.8,2,13,Jinan,1,table fan,30,50,3,Twitter-ads,2021-12-22 02:53:00,True,2021-12-22 03:07:00,3,2021-12-22 02:57:00,False,Unknown,12.0,2021,12,22
2021-12-23 04:02:00,2192,Barbara Kelly,1,29,739,4481.0,2,13,Yantai,0,textbook,30,50,1,Billboard-QR code,2021-12-23 04:17:00,True,2021-12-23 04:24:00,2,2021-12-23 04:21:00,False,Unknown,19.0,2021,12,23
2021-12-24 10:08:00,2193,Emily Pena,1,28,702,7752.05,3,8,Nagpur,1,television,1000,1500,6,Instagram-ads,2021-12-24 10:18:00,True,2021-12-24 10:29:00,1,2021-12-24 10:21:00,False,Unknown,13.0,2021,12,24
2021-12-24 17:11:00,2194,Whitney Williams,0,58,700,4124.0,3,16,Ghaziabad,3,microwave oven,300,500,6,Google-ads,2021-12-24 17:40:00,True,2021-12-24 17:49:00,2,2021-12-24 17:43:00,False,Unknown,32.0,2021,12,24
2021-12-24 23:59:00,2195,Brittany Bell DDS,1,41,664,5380.0,6,0,Malaga,3,microwave oven,300,500,5,Google-ads,2021-12-25 00:07:00,True,2021-12-25 00:19:00,1,2021-12-25 00:10:00,False,Unknown,11.0,2021,12,24
2021-12-26 06:59:00,2196,Regina Kidd,0,21,655,5220.0,2,4,Guangzhou,0,autobiography,20,35,5,Instagram-ads,2021-12-26 07:23:00,True,2021-12-26 07:33:00,1,2021-12-26 07:27:00,False,Unknown,28.0,2021,12,26
2021-12-28 07:55:00,2197,Mr. Matthew Perez MD,0,35,613,4948.0,1,10,Toronto,4,board game,20,35,5,Billboard-QR code,2021-12-28 08:25:00,True,2021-12-28 08:34:00,1,2021-12-28 08:28:00,False,Unknown,33.0,2021,12,28
2021-12-29 23:02:00,2198,Sarah Howard,1,36,637,5856.0,2,4,Guangzhou,1,hair dryer,25,40,5,Facebook-ads,2021-12-29 23:25:00,True,2021-12-29 23:30:00,0,2021-12-29 23:28:00,False,Unknown,26.0,2021,12,29
2021-12-30 05:35:00,2199,Steven Larsen,0,31,619,3495.0,2,4,Guangzhou,4,puzzle,15,25,2,Twitter-ads,2021-12-30 05:48:00,True,2021-12-30 06:00:00,2,2021-12-30 05:53:00,False,Unknown,18.0,2021,12,30
2021-12-30 11:56:00,2200,Tammy Stanley,1,62,677,7752.05,0,9,Wollongong,2,shoes,60,100,1,Facebook-ads,2021-12-30 12:20:00,True,2021-12-30 12:33:00,0,2021-12-30 12:24:00,False,Unknown,28.0,2021,12,30
2021-12-30 19:51:00,1570,Andrew Evans,1,49,742,3783.0,2,13,Qingdao,2,jeans,40,70,6,E-mails,2021-12-30 20:08:00,True,2021-12-30 20:14:00,0,2021-12-30 20:10:00,False,Unknown,19.0,2021,12,30
2021-12-31 03:23:00,1875,Allen Foley,1,61,679,5383.0,5,15,Kawasaki,4,action figure,8,15,5,Twitter-ads,2021-12-31 03:37:00,True,2021-12-31 03:42:00,2,2021-12-31 03:41:00,False,Unknown,18.0,2021,12,31
2022-01-02 17:48:00,1041,Mary Morris,0,52,638,7623.0,3,8,Mumbai,0,autobiography,20,35,2,Twitter-ads,2022-01-02 18:12:00,True,2022-01-02 18:25:00,0,2022-01-02 18:16:00,False,Unknown,28.0,2022,1,2
2022-01-03 07:44:00,1064,Kim Dawson,0,49,611,7068.0,0,17,Geelong,2,dress,50,80,1,Billboard-QR code,2022-01-03 08:05:00,True,2022-01-03 08:20:00,0,2022-01-03 08:10:00,False,Unknown,26.0,2022,1,3
2022-01-03 08:01:00,2132,Brandon Clark,1,55,621,7531.0,5,15,Yokohama,3,mixer grinder,60,90,1,Twitter-ads,2022-01-03 08:25:00,True,2022-01-03 08:31:00,2,2022-01-03 08:28:00,False,Unknown,27.0,2022,1,3
2022-01-03 22:29:00,1175,Anthony Hernandez,0,65,618,5920.0,1,10,Ottawa,1,table fan,30,50,4,Billboard-QR code,2022-01-03 22:43:00,True,2022-01-03 22:58:00,2,2022-01-03 22:46:00,False,Unknown,17.0,2022,1,3
2022-01-05 07:28:00,1205,Catherine Blevins,1,63,760,6492.0,6,2,Barcelona,2,shoes,60,100,3,Facebook-ads,2022-01-05 07:55:00,True,2022-01-05 08:05:00,2,2022-01-05 08:00:00,False,Unknown,32.0,2022,1,5
2022-01-05 11:42:00,1243,Lindsay Miller,0,69,698,7020.0,7,3,Birmingham,3,electric stove,250,400,5,Twitter-ads,2022-01-05 12:05:00,True,2022-01-05 12:14:00,3,2022-01-05 12:09:00,False,Unknown,27.0,2022,1,5
2022-01-07 21:18:00,1458,Julie Jackson,1,42,746,5488.0,1,11,Montreal,3,toaster,40,60,6,Instagram-ads,2022-01-07 21:27:00,True,2022-01-07 21:42:00,1,2022-01-07 21:29:00,False,Unknown,11.0,2022,1,7
2022-01-09 20:54:00,1315,Ashley Ochoa,1,62,643,5348.0,6,0,Malaga,4,board game,20,35,6,E-mails,2022-01-09 21:24:00,False,,4,2022-01-09 21:31:00,Unknown,Unknown,37.0,2022,1,9
2022-01-10 00:58:00,1589,Jesse Miller,0,31,726,7752.0,4,7,Brescia,2,jeans,40,70,3,E-mails,2022-01-10 01:12:00,True,2022-01-10 01:23:00,2,2022-01-10 01:16:00,False,Unknown,18.0,2022,1,10
2022-01-12 01:31:00,2183,Matthew Fernandez,1,34,740,5288.0,0,17,Ballarat,0,textbook,30,50,2,Billboard-QR code,2022-01-12 01:50:00,True,2022-01-12 02:03:00,2,2022-01-12 01:55:00,False,Unknown,24.0,2022,1,12
2022-01-12 11:33:00,2079,James Velasquez,1,23,674,6460.0,8,14,San Antonio,2,jeans,40,70,6,Twitter-ads,2022-01-12 12:02:00,True,2022-01-12 12:15:00,1,2022-01-12 12:07:00,False,Unknown,34.0,2022,1,12
2022-01-13 00:33:00,2068,Larry Anderson,1,32,694,4700.0,5,15,Yokohama,3,mixer grinder,60,90,3,E-mails,2022-01-13 00:54:00,True,2022-01-13 01:03:00,1,2022-01-13 00:59:00,False,Unknown,26.0,2022,1,13
2022-01-16 01:02:00,2007,Katie Simmons,0,44,694,4336.0,1,10,Mississauga,4,action figure,8,15,6,Twitter-ads,2022-01-16 01:12:00,True,2022-01-16 01:20:00,3,2022-01-16 01:16:00,False,Unknown,14.0,2022,1,16
2022-01-20 15:17:00,2140,John Pace,1,25,687,5444.0,2,4,Dongguan,3,electric stove,250,400,2,E-mails,2022-01-20 15:24:00,True,2022-01-20 15:32:00,1,2022-01-20 15:26:00,True,Arrived Damaged,9.0,2022,1,20
2022-01-21 10:50:00,2136,Rachael Cameron,0,48,611,4762.0,5,5,Kawasaki,4,board game,20,35,6,E-mails,2022-01-21 11:07:00,True,2022-01-21 11:20:00,1,2022-01-21 11:10:00,True,Wrong Item,20.0,2022,1,21
2022-01-21 20:19:00,1833,Veronica Koch,1,23,750,6242.0,5,15,Tokyo,2,t-shirt,15,25,4,Twitter-ads,2022-01-21 20:29:00,False,,4,2022-01-21 20:58:00,Unknown,Unknown,39.0,2022,1,21
2022-01-22 03:51:00,1919,Richard Castillo,1,48,678,3980.0,8,14,Dallas,1,table fan,30,50,1,Google-ads,2022-01-22 04:12:00,True,2022-01-22 04:24:00,2,2022-01-22 04:15:00,True,Arrived Late,24.0,2022,1,22
2022-01-22 23:54:00,1765,Troy Wells,1,65,718,6871.0,3,8,Pune,4,action figure,8,15,6,E-mails,2022-01-23 00:05:00,True,2022-01-23 00:16:00,1,2022-01-23 00:09:00,False,Unknown,15.0,2022,1,22
2022-01-23 15:48:00,1442,Juan Richardson,1,52,656,4799.0,5,5,Yokohama,0,textbook,30,50,4,Billboard-QR code,2022-01-23 15:55:00,False,,4,2022-01-23 16:08:00,Unknown,Unknown,20.0,2022,1,23
2022-01-24 01:22:00,1322,Sarah Gonzalez,0,66,637,5126.0,7,3,Birmingham,3,toaster,40,60,4,Billboard-QR code,2022-01-24 01:46:00,True,2022-01-24 01:55:00,0,2022-01-24 01:50:00,False,Unknown,28.0,2022,1,24
2022-01-24 05:02:00,1335,Justin Williamson,1,44,629,3990.0,3,8,Mumbai,0,textbook,30,50,5,Facebook-ads,2022-01-24 05:26:00,True,2022-01-24 05:31:00,2,2022-01-24 05:29:00,False,Unknown,27.0,2022,1,24
2022-01-24 10:24:00,1750,Steven Ponce,1,70,622,6005.0,8,14,Houston,3,microwave oven,300,500,6,Instagram-ads,2022-01-24 10:36:00,True,2022-01-24 10:51:00,2,2022-01-24 10:40:00,False,Unknown,16.0,2022,1,24
2022-01-25 16:37:00,1217,Lisa Espinoza,1,24,736,5934.0,8,1,San Diego,3,electric stove,250,400,2,Twitter-ads,2022-01-25 16:49:00,False,,4,2022-01-25 16:54:00,Unknown,Unknown,17.0,2022,1,25
2022-01-25 20:01:00,1061,Harold Perez,1,67,633,7045.0,1,11,Montreal,1,laptop,800,1200,4,Instagram-ads,2022-01-25 20:16:00,True,2022-01-25 20:22:00,2,2022-01-25 20:19:00,False,Unknown,18.0,2022,1,25
2022-01-26 06:19:00,1257,Jessica Smith,1,27,662,7215.0,3,8,Mumbai,0,autobiography,20,35,4,Instagram-ads,2022-01-26 06:30:00,True,2022-01-26 06:41:00,1,2022-01-26 06:34:00,False,Unknown,15.0,2022,1,26
2022-01-26 09:22:00,2092,Kimberly Church,0,52,732,4541.0,7,12,Glasgow,2,jeans,40,70,2,E-mails,2022-01-26 09:33:00,True,2022-01-26 09:45:00,2,2022-01-26 09:37:00,False,Unknown,15.0,2022,1,26
2022-01-26 18:02:00,1277,Jessica Ingram,1,68,689,3551.0,1,10,Mississauga,0,novel,10,18,4,Facebook-ads,2022-01-26 18:10:00,False,,4,2022-01-26 18:19:00,Unknown,Unknown,17.0,2022,1,26
2022-01-27 18:11:00,1143,Curtis Powell,1,45,710,4729.0,0,17,Geelong,1,table fan,30,50,6,Instagram-ads,2022-01-27 18:19:00,True,2022-01-27 18:31:00,1,2022-01-27 18:23:00,False,Unknown,12.0,2022,1,27
2022-01-28 08:58:00,1479,Jacob Sparks,1,24,769,6915.0,1,10,Ottawa,0,autobiography,20,35,2,Twitter-ads,2022-01-28 09:17:00,False,,4,2022-01-28 09:14:00,Unknown,Unknown,16.0,2022,1,28
2022-01-29 15:34:00,1014,Karen Austin,1,18,629,4800.0,0,9,Wollongong,2,shoes,60,100,5,E-mails,2022-01-29 16:04:00,True,2022-01-29 16:18:00,1,2022-01-29 16:09:00,False,Unknown,35.0,2022,1,29
2022-01-29 19:54:00,1708,Hannah Campbell,1,49,731,7237.0,0,9,Sydney,3,electric stove,250,400,4,Billboard-QR code,2022-01-29 20:16:00,True,2022-01-29 20:26:00,3,2022-01-29 20:18:00,False,Unknown,24.0,2022,1,29
2022-01-29 21:32:00,1552,Ian Christian,0,64,641,7444.0,4,6,Frosinone,4,plush toy,12,20,3,Instagram-ads,2022-01-29 22:02:00,True,2022-01-29 22:11:00,1,2022-01-29 22:05:00,False,Unknown,33.0,2022,1,29
2022-01-30 03:32:00,2112,Kimberly Evans,0,25,639,3858.0,3,16,Ghaziabad,3,electric stove,250,400,6,Billboard-QR code,2022-01-30 03:59:00,True,2022-01-30 04:12:00,1,2022-01-30 04:02:00,False,Unknown,30.0,2022,1,30
2022-01-30 13:58:00,1865,Teresa Love,1,50,675,4709.0,4,7,Brescia,3,toaster,40,60,2,Google-ads,2022-01-30 14:19:00,False,,4,2022-01-30 14:13:00,Unknown,Unknown,15.0,2022,1,30
2022-01-30 15:29:00,1729,Duane Thompson,1,18,614,5735.0,0,17,Ballarat,3,toaster,40,60,6,E-mails,2022-01-30 15:50:00,True,2022-01-30 16:03:00,2,2022-01-30 15:53:00,False,Unknown,24.0,2022,1,30
2022-02-01 13:12:00,1290,William Torres,1,43,715,4222.0,8,1,Los Angeles,1,television,1000,1500,3,E-mails,2022-02-01 13:34:00,True,2022-02-01 13:41:00,2,2022-02-01 13:37:00,False,Unknown,25.0,2022,2,1
2022-02-02 05:31:00,1718,Robert Black,0,55,649,7752.05,1,11,Quebec City,0,novel,10,18,5,Twitter-ads,2022-02-02 05:59:00,True,2022-02-02 06:07:00,0,2022-02-02 06:01:00,False,Unknown,30.0,2022,2,2
2022-02-02 05:54:00,1983,Marvin Lam,0,31,635,6911.0,8,14,San Antonio,3,mixer grinder,60,90,4,Facebook-ads,2022-02-02 06:09:00,False,,4,2022-02-02 06:20:00,Unknown,Unknown,26.0,2022,2,2
2022-02-03 02:33:00,2163,Wendy Hawkins,0,26,660,4759.0,0,17,Melbourne,1,laptop,800,1200,6,Billboard-QR code,2022-02-03 02:43:00,True,2022-02-03 02:55:00,1,2022-02-03 02:45:00,False,Unknown,12.0,2022,2,3
2022-02-03 08:30:00,1922,Jordan Richardson,1,36,621,3864.0,5,5,Kawasaki,4,puzzle,15,25,4,Facebook-ads,2022-02-03 08:56:00,False,,4,2022-02-03 08:45:00,Unknown,Unknown,15.0,2022,2,3
2022-02-03 22:15:00,1566,Victoria Russo,1,33,639,5439.0,2,13,Yantai,2,shoes,60,100,1,E-mails,2022-02-03 22:23:00,False,,4,2022-02-03 22:48:00,Unknown,Unknown,33.0,2022,2,3
2022-02-04 23:48:00,2001,Steve Harris,0,58,681,6866.0,4,7,Brescia,0,textbook,30,50,1,Instagram-ads,2022-02-05 00:06:00,False,,4,2022-02-05 00:26:00,Unknown,Unknown,38.0,2022,2,4
2022-02-05 10:07:00,2079,James Velasquez,1,23,674,6460.0,8,14,San Antonio,1,laptop,800,1200,1,Billboard-QR code,2022-02-05 10:31:00,True,2022-02-05 10:39:00,2,2022-02-05 10:35:00,False,Unknown,28.0,2022,2,5
2022-02-06 04:43:00,1796,Charles Oliver,1,67,655,5211.0,3,16,Kanpur,3,microwave oven,300,500,5,Billboard-QR code,2022-02-06 04:52:00,False,,4,2022-02-06 05:10:00,Unknown,Unknown,27.0,2022,2,6
2022-02-11 00:52:00,1171,Amanda Moreno,1,22,724,5582.0,8,1,San Jose,1,hair dryer,25,40,4,Twitter-ads,2022-02-11 01:02:00,True,2022-02-11 01:14:00,0,2022-02-11 01:05:00,False,Unknown,13.0,2022,2,11
2022-02-11 15:53:00,1523,Brandy Howell,0,33,675,6751.0,7,3,London,0,magazine,5,8,2,Billboard-QR code,2022-02-11 16:09:00,True,2022-02-11 16:22:00,0,2022-02-11 16:14:00,True,Poor Value,21.0,2022,2,11
2022-02-12 11:24:00,2193,Emily Pena,1,28,702,7752.05,3,8,Nagpur,2,shoes,60,100,5,Facebook-ads,2022-02-12 11:45:00,True,2022-02-12 11:55:00,2,2022-02-12 11:48:00,False,Unknown,24.0,2022,2,12
2022-02-13 07:07:00,1549,Alyssa Floyd,0,22,706,3318.0,1,10,Ottawa,3,toaster,40,60,3,E-mails,2022-02-13 07:34:00,True,2022-02-13 07:44:00,1,2022-02-13 07:37:00,False,Unknown,30.0,2022,2,13
